LINK,CATEGORY,TITLE,SUMMARY,SENTIMENT,PUB_DATE,CLICKBAIT_PROB,ARTICLE_TYPE,TYPE_PROB
https://n.news.naver.com/mnews/article/015/0005271194?sid=110,IT/반도체,[사설] 미적분 몰라도 이공계 진학…AI 강국 가능한가,"미적분과 기하는 인공지능 등 첨단 과학기술의 기초이지만, 일부 학생들이 기초수학에 취약하다는 문제가 있다.",악재,2026-04-06 00:20,20.3,추론형,49.5
https://n.news.naver.com/mnews/article/421/0008874425?sid=103,제약/바이오,"삼진제약, 정부 지원 프로젝트 첨단 바이오 대표 기업 선정",삼진제약이 정부 지원 프로젝트 '월드클래스 플러스 프로젝트'에 최종 선정돼 첨단 바이오 대표 기업으로 이름을 올렸다.,호재,2026-04-07 10:21,34.9,사실형,36.3
https://n.news.naver.com/mnews/article/014/0005503042?sid=103,제약/바이오,"제약바이오협회, 중소제약·AI벤처 연결 파트너링 데이 개최",한국제약바이오협회가 중소제약사와 AI 바이오벤처를 연결하는 오픈이노베이션 협력의 장을 마련한다.,호재,2026-04-06 13:44,23.0,대화형,58.2
https://n.news.naver.com/mnews/article/366/0001154430?sid=101,제약/바이오,"전인석 대표, 삼천당제약 주식 2500억 매각 계획 철회",삼천당제약 전인석 대표가 약 2500억원 규모의 주식 매도 계획을 철회했다.,호재,2026-04-06 08:29,46.7,사실형,62.1
https://n.news.naver.com/mnews/article/011/0004607378?sid=102,IT/반도체,"“AI로 직업교육 판 바꾼다”…서울시교육청, ‘AX 특성화고’ 20개교로...",서울시교육청이 AI를 접목한 'AX 특성화고'를 20개교로 확대하여 직업교육의 표준 모델로 정착시키기로 함,호재,2026-04-06 08:43,25.3,사실형,95.1
https://n.news.naver.com/mnews/article/003/0013871663?sid=102,제약/바이오,"삼진제약, 월드클래스플러스프로젝트 선정…""R&amp;D 지원""","삼진제약이 월드클래스 플러스 프로젝트에 선정되어 연구개발(R&D)과 수출, 금융, 컨설팅 등을 지원받게 된다.",호재,2026-04-07 09:39,41.6,사실형,42.2
https://n.news.naver.com/mnews/article/277/0005744917?sid=105,IT/반도체,"국가AI전략위원회, 미스트랄 AI CEO 만나 협력 논의","국가AI전략위원회와 미스트랄 AI가 협력 논의를 진행하며, 한국의 AI 반도체 기술과 미스트랄 AI의 모델이 결합할 가능성이 높아졌다.",호재,2026-04-03 20:41,14.4,추론형,99.9
https://n.news.naver.com/mnews/article/417/0001137568?sid=101,IT/반도체,"[아침밥] 하나증권 ""리노공업 목표가 17만, 반도체 개발 수요 확대 수혜...",하나증권은 리노공업의 목표가를 17만 원으로 상향 조정하고 반도체 개발 수요 확대의 수혜를 예상했다.,호재,2026-04-06 08:09,22.7,사실형,80.1
https://n.news.naver.com/mnews/article/015/0005269377?sid=101,2차전지,"""15만원에 샀는데 상폐라니""…울분 토해낸 금양 주주들",금양 주식이 상폐되자 불만을 토해내는 주주들이 있다.,악재,2026-03-31 21:01,10.5,사실형,97.5
https://n.news.naver.com/mnews/article/008/0005340112?sid=101,제약/바이오,"롯데바이오로직스, 日 제약사와 항암 신약 CDMO 계약 체결",롯데바이오로직스는 일본 소재 글로벌 제약사와 항암 신약 위탁개발생산(CDMO) 수주 계약을 체결했다.,호재,2026-04-06 09:23,11.5,대화형,47.1
https://n.news.naver.com/mnews/article/011/0004607421?sid=101,제약/바이오,"롯데바이오로직스, 日 제약사와 항암 신약 CDMO 계약",롯데바이오로직스는 일본 글로벌 제약사와 항암 신약 위탁개발생산 계약을 체결했다.,호재,2026-04-06 09:45,15.8,사실형,65.4
https://n.news.naver.com/mnews/article/003/0013868862?sid=102,제약/바이오,"SK바이오 ""R&amp;D·해외경쟁력 강화""…인재영입·조직정비",SK바이오사이언스는 연구개발(R&D) 및 글로벌 경쟁력을 강화하기 위해 인재를 영입하고 연구지원 조직을 정비했다.,호재,2026-04-06 09:02,25.0,예측형,27.3
https://n.news.naver.com/mnews/article/029/0003020116?sid=105,제약/바이오,"롯데바이오로직스, 日 글로벌 제약사와 항암 신약 위탁개발 수주",롯데바이오로직스는 일본 제약사와 항암 신약 위탁개발 및 생산 계약을 체결했다.,호재,2026-04-06 10:45,9.9,사실형,59.0
https://n.news.naver.com/mnews/article/015/0005271537?sid=101,IT/반도체,"""SK하이닉스, 2029년 HBM5 출시""",SK하이닉스는 2029년 8세대 고대역폭메모리(HBM5)를 만들기 위해 하이브리드 본딩 공정 도입을 추진한다.,호재,2026-04-06 17:25,15.3,사실형,45.2
https://m.entertain.naver.com/article/079/0004131860,엔터/미디어,"NCT, SM의 기획력 축적된 브랜드이자 플랫폼[파고들기]","NCT의 핵심은 '확장 가능한 아이돌 아키텍처'로, SM이 아이돌 그룹을 플랫폼으로 설계하려 한다는 점이다.",호재,2026-04-02 05:01,14.4,추론형,47.9
https://n.news.naver.com/mnews/article/011/0004389776?sid=101,엔터/미디어,BTS 넘보는 K팝 장르로 떠오른 버추얼 아이돌…대형 엔터사도 사활 걸었...,버추얼 아이돌 시장은 2021년부터 연평균 35.6% 성장하여 2028년엔 28조 이상 시장으로 성장할 것으로 전망된다.,호재,2024-09-08 13:46,68.4,사실형,68.3
https://n.news.naver.com/mnews/article/016/0002605752?sid=103,엔터/미디어,위축된 K-팝 터전 日? 오리콘 결산 톱10 그룹은 단 한 팀,"오리콘 차트 톱10에서 단 한 팀인 스트레이 키즈가 K-팝 그룹으로 6위에 올랐으며, K-팝 수출 시장에서의 일본 점유율은 사상 처음으로 30% 아래로 떨어졌다.",호재,2026-02-26 15:22,35.9,사실형,68.2
https://m.entertain.naver.com/article/241/0003494128,엔터/미디어,"소속사와 아이돌, 생존을 건 슬픈 투쟁… 판례로 보는 엔터 산업 구조의...",소속사와 아이돌의 생존을 위한 투쟁은 엔터테인먼트 산업의 구조적 슬픔에由来한다.,호재,2026-02-13 06:03,21.7,예측형,49.5
https://m.sports.naver.com/esports/article/347/0000192108,엔터/미디어,"[프리뷰] 3매치와 SM엔터 아이돌의 만남, 카카오게임즈 '슴미니즈'",SM엔터테인먼트가 제공하는 IP를 기반으로 한 게임 'SMiniz'가 2026년 2월 25일 글로벌 시장에서 동시 출시를 준비중이다.,호재,2026-02-23 18:00,17.2,사실형,43.0
https://m.entertain.naver.com/article/112/0003786457,엔터/미디어,"[엔터, 지금?]진화한 K팝, 멈춘 힙합‥‘쇼미12’의 딜레마",K팝은 글로벌 문화 산업으로 확장되면서 버추얼 아이돌까지 등장했다.,호재,2026-01-21 16:50,17.7,사실형,80.4
https://m.entertain.naver.com/article/468/0001218063,엔터/미디어,"태민, K팝 최초 美 아마존 뮤직 ‘인 더 페인트’ 출격... 글로벌 행보 ...",태민이 아마존 뮤직 '인 더 페인트'에 K-팝 아티스트 최초로 출연한다.,호재,2026-02-18 16:11,37.0,사실형,80.2
https://m.entertain.naver.com/article/076/0004355015,엔터/미디어,GD소속사에서 만든다는 K팝 로봇아이돌…'진짜 나오겠네' 초융합 엔터테...,GD소속사에서 만든 K팝 로봇아이돌이 나올 예정으로 초융합 엔터테크 시대가 시작될 것이라고 예고했다.,호재,2025-12-11 09:41,18.1,대화형,44.2
https://m.entertain.naver.com/article/382/0001256104,엔터/미디어,"태민, 아마존 뮤직 ‘In the Paint’ 출연…K팝 최초 합류",태민이 아마존 뮤직 'In the Paint'에 K-팝 최초로 출연한다.,호재,2026-02-18 13:06,29.1,사실형,49.8
https://n.news.naver.com/mnews/article/366/0001153831?sid=103,자동차/모빌리티,"현대차·기아, 美 1분기 신기록… 하이브리드 판매량 53% 급증",현대차·기아가 1분기 미국 시장에서 역대 최대 판매량을 기록했다.,호재,2026-04-02 17:11,15.2,사실형,88.7
https://n.news.naver.com/mnews/article/003/0013864590?sid=101,자동차/모빌리티,"전기차 보조금 고갈 직전…車업계 ""정책적 지원 절실"" [다시 달리는 EV ...","전기차 판매량이 역대 최대치에 달하면서, 정부와 지방자치단체가 보조금을 확대해야 한다는 업계의 제언이 나온다.",호재,2026-04-03 06:30,14.9,사실형,89.2
https://n.news.naver.com/mnews/article/018/0006249001?sid=101,자동차/모빌리티,"이재용·정의선 '3세 동맹'…현대차·기아, 삼성 배터리 첫 탑재[only 이...","삼성SDI의 각형 배터리가 현대차와 기아의 신규 전략 모델에 탑재되며, 이재용 삼성전자 회장과 정의선 현대차그룹 회장의 '3세 동맹'이 배터리까지 본격화하고 있다.",호재,2026-04-03 05:02,9.1,사실형,90.7
https://n.news.naver.com/mnews/article/005/0001841013?sid=101,자동차/모빌리티,“벌써 동났다고?” 빠르게 고갈 중인 전기차 보조금,전국 지자체에서 전기차 보조금이 60% 이상 소진되면서 고갈 현상이 나타나고 있다.,악재,2026-04-03 09:59,20.1,사실형,80.0
https://n.news.naver.com/mnews/article/009/0005660383?sid=103,자동차/모빌리티,“미국냄새 진동하는데 한국차?”…우락부락 픽업트럭 내놓은 현대차,현대차는 뉴욕오토쇼에서 '볼더' 콘셉트 모델을 전 세계 최초로 공개하며 미국 시장에 맞춰 픽업트럭과 SUV 라인업을 확대했다.,호재,2026-04-03 06:08,25.8,사실형,84.7
https://n.news.naver.com/mnews/article/215/0001247767?sid=101,자동차/모빌리티,'기름값 겁나 전기차 봤더니'...40개 지자체 보조금 벌써 동났다,전기차 보조금이 60% 넘게 소진되어 일부 지역에서는 완전히 고갈된 것으로 나타났다.,호재,2026-04-03 11:12,29.0,사실형,83.9
https://n.news.naver.com/mnews/article/003/0013864575?sid=101,자동차/모빌리티,"""신차·중고 안가린다""…고유가·2부제에 전기차 수요 '폭증' [다시 달리...","고유가와 2부제로 인해 전기차 수요가 폭증하고 있으며, 현대차와 기아의 전기차 판매량도 사상 최대치를 기록했다.",호재,2026-04-03 06:00,11.4,사실형,90.4
https://n.news.naver.com/mnews/article/003/0013866218?sid=104,자동차/모빌리티,美 휘발유 4달러 돌파에…전기차 시장 다시 꿈틀,미국 휘발유 가격이 급등하자 전기차 수요가 다시 살아나고 있다.,호재,2026-04-03 15:30,33.8,사실형,93.9
https://n.news.naver.com/mnews/article/003/0013861278?sid=101,자동차/모빌리티,"기름값 뛰자 전기차로 이동…현대차·기아, 3월 판매 두 배 증가",현대차와 기아의 전기차 판매량이 3월에 두 배 이상 증가했다.,호재,2026-04-01 18:20,8.2,사실형,91.0
https://n.news.naver.com/mnews/article/022/0004117948?sid=101,자동차/모빌리티,"현대차, 차세대 중형 픽업 승부수… 북미시장 입지 넓힌다","현대차는 미국 시장에서 인기 있는 픽업트럭을 출시할 계획으로, 북미 시장의 입지를 넓히기 위해 다양한 라인업을 확대할 예정이다.",호재,2026-04-03 06:04,10.9,사실형,81.6
https://n.news.naver.com/mnews/article/025/0003513811?sid=101,자동차/모빌리티,"“고유가에 전기차 잘나가네”…테슬라 월 1만대 판매, 수입차 최초",테슬라가 국내 수입차 브랜드 최초로 월 판매량 1만대를 돌파했다.,호재,2026-04-03 15:43,11.1,사실형,90.7
https://n.news.naver.com/mnews/article/015/0005271367?sid=101,IT/반도체,"""'증설하면 팔아라' 이젠 옛말...메모리 '다운턴 충격' 없을 것""",한투운용 주식운용2부 부장은 메모리 시장의 다운턴 충격이 없을 것이라고 예상한다.,호재,2026-04-06 11:31,37.5,사실형,90.1
https://n.news.naver.com/mnews/article/277/0005745539?sid=102,IT/반도체,"국립부경대·KIST 공동연구, 생성형 AI로 차세대 반도체 메모리 물질 후...",국립부경대와 KIST의 공동연구는 생성형 AI를 이용하여 차세대 반도체 메모리 물질 후보를 발굴하였습니다.,호재,2026-04-06 11:27,62.8,사실형,39.7
https://n.news.naver.com/mnews/article/001/0016006568?sid=102,IT/반도체,대성하이텍-대구시 투자협약…'AI 메디컬팩토리' 건립 등 추진,대성하이텍과 대구시는 'AI 메디컬팩토리' 건립을 위한 투자협약을 체결했다.,호재,2026-04-07 11:00,28.1,대화형,35.8
https://n.news.naver.com/mnews/article/014/0005502801?sid=102,IT/반도체,"서울 직업계고, AI·반도체 중심으로 바뀐다…2029년 AX 특성화고 20곳으...",서울시교육청은 2027년부터 2029년까지 서울 직업교육 체계를 AI·로봇 등 미래기술 중심으로 전면 재편한다.,호재,2026-04-06 09:00,26.8,사실형,54.8
https://n.news.naver.com/mnews/article/366/0001154529?sid=101,제약/바이오,"롯데바이오로직스, 日 제약사와 항암 신약 CDMO 수주",롯데바이오로직스는 일본 제약사와 항암 신약 CDMO 수주 계약을 체결하고 글로벌 시장에서의 경쟁력을 강화한다.,호재,2026-04-06 11:34,10.6,사실형,71.1
https://n.news.naver.com/mnews/article/374/0000502487?sid=101,제약/바이오,"롯데바이오로직스 ""日 제약사와 항체의약품 CDMO 계약""",롯데바이오로직스는 일본 제약사와 항체의약품 CDMO 계약을 체결했다.,호재,2026-04-06 11:40,27.0,추론형,100.0
https://n.news.naver.com/mnews/article/421/0008874316?sid=101,IT/반도체,"삼성전자, 1분기 영업이익 57.2조원 'AI 반도체로 새 역사'","삼성전자 1분기 영업이익 57.2조원, 매출액 133조원으로 전년동기 대비 68.06% 매출, 755.01% 영업이익 증가",호재,2026-04-07 09:54,17.6,사실형,98.3
https://n.news.naver.com/mnews/article/020/0003710363?sid=101,IT/반도체,‘AI모먼트’ 메모리 쟁탈전…삼성전자 영업이익 57조원 넘겼다,삼성전자가 1분기 매출과 영업이익이 사상 최고치를 기록하며 한국 기업의 분기 실적에 새로운 역사를 썼다.,호재,2026-04-07 08:14,37.2,사실형,97.3
https://n.news.naver.com/mnews/article/011/0004607539?sid=102,IT/반도체,"충남도, ‘차세대 반도체’ 시장 선점 닻 올렸다",충남도는 아산시에 차세대 AI 반도체 시장 선점을 위한 산업 생태계를 조성한다.,호재,2026-04-06 14:03,8.2,사실형,64.6
https://n.news.naver.com/mnews/article/018/0006251184?sid=105,IT/반도체,"크레버스, 'Renegade 2026 서밋'서 AI 교육 서비스 '허밍고' 시연",크레버스가 AI 교육 서비스 '허밍고'를 퓨리오사AI 'Renegade 2026 서밋'에서 시연하며 교육 AI 상용화 가능성을 입증했다.,호재,2026-04-06 13:57,28.4,사실형,28.4
https://n.news.naver.com/mnews/article/422/0000852018?sid=100,IT/반도체,충남도 '차세대 반도체' 선점 닻 올려…AI 광반도체 공모 선정,충남도는 인공지능(AI) 광반도체 핵심부품 제조 기반 구축 공모에 선정되어 차세대 AI 반도체 시장 선점을 위한 산업 생태계를 조성한다.,호재,2026-04-06 14:11,74.1,추론형,99.7
https://n.news.naver.com/mnews/article/421/0008872633?sid=103,제약/바이오,"제약바이오협회, 혁신 기술 발굴 위한 '오픈이노베이션 행사' 개최",한국제약바이오협회가 중소제약사와 AI바이오벤처의 혁신 기술 발굴을 위한 행사를 개최한다.,호재,2026-04-06 13:47,22.2,대화형,46.7
https://n.news.naver.com/mnews/article/030/0003415000?sid=102,제약/바이오,"제약바이오협회, 7일 중소 제약·AI벤처 잇는 파트너링 데이 개최",한국제약바이오협회가 중소제약사 및 AI벤처와의 파트너십을 강화하기 위한 행사를 개최한다.,호재,2026-04-06 13:53,16.3,대화형,70.2
https://n.news.naver.com/mnews/article/243/0000095811?sid=101,제약/바이오,"SK바이오사이언스, R&amp;D 실행력 ‘강화’…핵심 인재 영입·조직 재편",SK바이오사이언스는 연구개발(R&D) 실행력을 강화하기 위해 조직을 재편하고 핵심 인재를 영입했다.,호재,2026-04-06 12:26,20.9,사실형,46.9
https://n.news.naver.com/mnews/article/015/0005068261?sid=101,금융/밸류업,'탄핵 정국' 여파…밸류업 대표 종목인 금융주 동반 폭락,윤석열 정부의 기업 밸류업 프로그램에 대한 기대감이 사라져 금융주와 함께 밸류업 대표 종목들이 폭락했다.,악재,2024-12-10 16:00,23.2,사실형,49.1
https://n.news.naver.com/mnews/article/018/0006251202?sid=101,IT/반도체,충남 아산에 차세대 AI 반도체 생태계 만든다,충남도는 아산시에 차세대 AI 반도체 산업생태계를 조성하기 위해 산업부 주관의 공모에 최종 선정되었다.,호재,2026-04-06 14:17,27.9,사실형,54.9
https://n.news.naver.com/mnews/article/656/0000173110?sid=102,IT/반도체,"충남, AI 반도체 기반 구축 착수… 아산에 제조 인프라 조성",충남도가 차세대 인공지능(AI) 반도체 산업 기반을 아산에 구축하기 시작했다.,호재,2026-04-06 14:14,17.3,사실형,87.8
https://n.news.naver.com/mnews/article/001/0016004203?sid=101,제약/바이오,"[바이오스냅] 카카오헬스케어·사노피, AI 설루션 개발 협력",카카오헬스케어와 사노피가 의료 데이터 기반 AI 설루션 개발 협력을 시작한다.,호재,2026-04-06 10:14,7.2,사실형,98.2
https://n.news.naver.com/mnews/article/001/0016004621?sid=105,제약/바이오,"[바이오스냅] 동국제약 센텔리안24, 일본 유통채널 매장 입점",바이오스냅의 센텔리안24이 일본 유통채널 매장에 입점했습니다.,호재,2026-04-06 11:39,6.2,사실형,85.7
https://n.news.naver.com/mnews/article/015/0005271277?sid=105,제약/바이오,韓 디지털 인프라-韓 제약·AI 결합 ... 카카오헬스케어·사노피 협력한...,카카오헬스케어와 사노피가 의료 데이터 기반 실증 연구 협력 및 AI 솔루션 개발을 위한 MOU를 체결했다.,호재,2026-04-06 09:21,10.2,사실형,86.0
https://n.news.naver.com/mnews/article/088/0001001553?sid=101,금융/밸류업,막 오른 '슈퍼 주총' 시즌…'자사주 소각' 나선 지주사·금융株 주목할...,올해 주총은 밸류업 프로그램 도입과 조세특례제한법 개선으로 한국 증시의 구조적 업그레이드가 이어질 것이라고 전문가가 전망했다.,호재,2026-03-18 10:24,12.2,추론형,91.6
https://m.sports.naver.com/esports/article/144/0001105282,엔터/미디어,게임하며 아이돌 덕질···최애로운 ‘SMiniz’ 세상속으로,카카오게임즈가 SM엔터테인먼트와 함께 개발한 'SMiniz' 게임이 K-팝 팬덤의 문화와 정서적 유대감을 담고 있다.,호재,2026-03-24 06:01,36.9,사실형,74.2
https://n.news.naver.com/mnews/article/262/0000019231?sid=103,엔터/미디어,"중국 AI 영상 제작의 역습, K-콘텐츠도 안전지대 아니다!","할리우드의 저작권 질서가 위협받고 있는 중, 중국의 AI 영상 생성 모델 '시댄스 2.0'이 주목을 끌고 있다.",호재,2026-03-15 07:01,24.6,사실형,49.0
https://m.entertain.naver.com/article/003/0013814613,엔터/미디어,"'젠더리스 K팝 그룹' 엑스러브, 알비더블유 품에",WM엔터테인먼트 공동대표로 새로 취임한 엑스러브가 기존 대표와 함께 2인 체제로 공동 경영에 나선다.,호재,2026-03-11 10:43,40.3,사실형,48.7
https://n.news.naver.com/mnews/article/052/0002330415?sid=103,엔터/미디어,BTS가 걸어온 13년...그 길이 곧 K팝 역사였다,"BTS는 평범한 아이돌에서 세계가 열광하는 아이콘으로 성장하여 K팝의 역사적인 길을 걸었으며, 새로운 기준을 만들고 산업 지형까지 바꾸었다.",호재,2026-03-21 17:17,37.5,추론형,99.9
